entity_type,source_system,source_id,canonical_id,target_system,target_id,batch_id,mapping_version,load_status,error
purchase_order_line,operion,purchase-order-line-036,operion:demo:interview-v1:purchase-order-line:036,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-037,operion:demo:interview-v1:purchase-order-line:037,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-038,operion:demo:interview-v1:purchase-order-line:038,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-039,operion:demo:interview-v1:purchase-order-line:039,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-040,operion:demo:interview-v1:purchase-order-line:040,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-041,operion:demo:interview-v1:purchase-order-line:041,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-042,operion:demo:interview-v1:purchase-order-line:042,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-043,operion:demo:interview-v1:purchase-order-line:043,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-044,operion:demo:interview-v1:purchase-order-line:044,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-045,operion:demo:interview-v1:purchase-order-line:045,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-046,operion:demo:interview-v1:purchase-order-line:046,erpnext,,interview-demo-v1,interview-demo-v1,pending,
